Kommune,Tag,Datum,Zeit,1. Straße,2. Straße,Nr.,StrG,Str.-Nr.,AbsX,Abs.X,Km,Meter,GEO_X,GEO_Y,KAT,TYP,UTYP,BET,GT,SV,LV,ALC,VU-F,Bet_01,Folg_01,VB_01,U1_01,U2_01,BT_ALT01,BT_M/W01,Bet_02,Folg_02,VB_02,U1_02,U2_02,BT_ALT02,BT_M/W02,Bet_03,Folg_03,VB_03,U1_03,U2_03,BT_ALT03,BT_M/W03,Bet_04,Folg_04,VB_04,U1_04,U2_04,BT_ALT04,BT_M/W04,Bet_05,Folg_05,VB_05,U1_05,U2_05,BT_ALT05,BT_M/W05,Bet_06,Folg_06,VB_06,U1_06,U2_06,BT_ALT06,BT_M/W06,Bet_07,Folg_07,VB_07,U1_07,U2_07,BT_ALT07,BT_M/W07,Bet_08,Folg_08,VB_08,U1_08,U2_08,BT_ALT08,BT_M/W08,Bet_09,Folg_09,VB_09,U1_09,U2_09,BT_ALT09,BT_M/W09,Bet_10,Folg_10,VB_10,U1_10,U2_10,BT_ALT10,BT_M/W10,Bet_11,Folg_11,VB_11,U1_11,U2_11,BT_ALT11,BT_M/W11,Bet_12,Folg_12,VB_12,U1_12,U2_12,BT_ALT12,BT_M/W12,Bet_13,Folg_13,VB_13,U1_13,U2_13,BT_ALT13,BT_M/W13,Bet_14,Folg_14,VB_14,U1_14,U2_14,BT_ALT14,BT_M/W14,Bet_15,Folg_15,VB_15,U1_15,U2_15,BT_ALT15,BT_M/W15,Bet_16,Folg_16,VB_16,U1_16,U2_16,BT_ALT16,BT_M/W16,Bet_17,Folg_17,VB_17,U1_17,U2_17,BT_ALT17,BT_M/W17,Bet_18,Folg_18,VB_18,U1_18,U2_18,BT_ALT18,BT_M/W18,Bet_19,Folg_19,VB_19,U1_19,U2_19,BT_ALT19,BT_M/W19
Gütersloh,Mi,15.04.2015,17:14,Rhedaer Straße,Ostpreußenweg,,G,,,,,,8.3524,51.8884,3,2,2,2,0,0,1,0,0,1,3,11,22,,40,1,2,0,71,35,,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,16.04.2015,12:31,Blessenstätte,,23,G,,,,,,8.3753,51.9043,3,3,99,2,0,0,1,0,0,1,0,21,37,,67,1,2,3,71,10,,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,16.04.2015,09:59,Hohenzollernstraße,Roonstraße,,G,,,,,,8.37484,51.9087,3,2,61,2,0,0,1,0,0,1,0,21,35,,55,1,2,3,71,,,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,So,19.04.2015,15:01,Holler Straße,Surenhofsweg,,K,34,1,0,1,22,8.37434,51.9282,3,2,2,2,0,0,2,0,0,1,3,21,18,,23,2,2,3,71,35,,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,21.04.2015,10:35,Friedrich-Ebert-Straße,,,L,757,1,0,0,190,8.3791,51.9129,2,1,41,2,0,1,0,0,0,1,2,71,10,4,14,2,2,0,21,,,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,24.04.2015,18:35,Daltropstraße,Glockengießerstraße,1214,G,,,,,,8.37478,51.9054,3,3,71,2,0,0,1,0,0,1,3,71,37,,62,2,2,0,21,49,,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Sa,25.04.2015,05:24,Osnabrücker Landstraße,,1,K,32,1,0,0,150,8.42577,51.9114,3,3,3,2,0,0,1,0,0,1,0,21,37,,19,2,2,3,72,50,,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,27.04.2015,19:06,Hellweg,,161,G,,,,,,8.38454,51.8839,3,1,41,1,0,0,1,0,0,1,3,71,49,10,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,29.04.2015,11:50,Berliner Straße,,123,G,,,,,,8.385,51.911,3,7,99,2,0,0,1,0,0,1,0,81,64,,20,1,2,3,71,,,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,29.04.2015,14:55,Berliner Straße,,55,G,,,,,,8.38016,51.908,3,7,99,2,0,0,1,0,0,1,0,71,42,10,59,1,2,3,81,,,53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,30.04.2015,07:53,Hans-Böckler-Straße,,46,G,,,,,,8.35536,51.8861,3,3,72,2,0,0,1,0,0,1,3,71,11,37,31,1,2,0,21,,,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,30.04.2015,16:02,Goethestraße,Humboldtstraße,,G,,,,,,8.38595,51.9172,5,3,71,2,0,0,0,0,0,1,0,71,37,,14,1,2,0,21,,,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,05.05.2015,08:49,Nordring,Kahlertstraße,,B,61,54,0,0,160,8.38149,51.9144,3,2,43,2,0,0,1,0,0,1,0,44,35,,40,1,2,3,71,,,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,05.05.2015,08:40,Carl-Bertelsmann-Straße,Oststraße,,L,788,8,0,0,150,8.39521,51.9049,3,2,11,2,0,0,1,0,0,1,0,21,32,,42,1,2,3,71,,,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,05.05.2015,15:53,Oststraße,Kreuzstraße,,G,,,,,,8.39455,51.9097,3,3,1,2,0,0,1,0,0,1,3,71,27,49,16,1,2,0,21,,,56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,05.05.2015,11:55,Wiedenbrücker Straße,,,B,61,49,0,3,500,8.36249,51.8906,5,6,23,2,0,0,0,0,0,1,0,71,49,,32,1,2,0,21,,,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,06.05.2015,17:25,Unter den Ulmen,,33,G,,,,,,8.3735,51.9006,3,7,14,2,0,0,1,0,0,1,0,21,36,37,43,1,2,3,71,16,,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,07.05.2015,14:28,Bäckerkamp,Humboldtstraße,,G,,,,,,8.38884,51.9192,2,3,21,2,0,1,0,0,0,1,2,71,27,,13,1,2,0,21,27,,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Sa,09.05.2015,13:56,Brockhäger Straße,,24,L,782,20,0,0,275,8.37201,51.9167,3,3,42,2,0,0,1,0,0,1,0,21,37,,45,1,2,3,71,,,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,12.05.2015,19:15,Grenzweg,,5,G,,,,,,8.35754,51.9101,3,7,99,1,0,0,1,0,0,1,3,71,49,,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,12.05.2015,19:32,Ottilienstraße,,28,G,,,,,,8.40571,51.9077,2,1,41,1,0,1,0,1,0,1,2,71,1,49,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,13.05.2015,15:20,Carl-Bertelsmann-Straße,Marienstraße,,L,788,9,0,0,220,8.40156,51.9053,3,3,42,2,0,0,1,0,0,1,0,21,28,,57,2,2,3,71,10,,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,13.05.2015,13:36,Nordring,Kahlertstraße,,B,61,52,0,0,160,8.38156,51.9145,3,6,49,2,0,0,1,0,0,1,0,71,49,,11,2,2,3,3,,,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,14.05.2015,17:30,Buxelstraße,,27,G,,,,,,8.3554,51.8951,3,1,49,1,0,0,1,1,0,1,3,71,1,49,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,14.05.2015,18:23,Kaiserstraße,,,G,,,,,,8.38421,51.9079,5,1,99,2,0,0,0,0,0,1,0,71,49,,30,1,2,0,21,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,15.05.2015,18:01,Ahornallee,Am Schlangenbach,,G,,,,,,8.39144,51.9238,5,3,72,2,0,0,0,0,1,1,0,71,27,,,1,2,0,21,,,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,18.05.2015,13:30,Alte Heidewaldstraße,,1,G,,,,,,8.39442,51.8873,3,6,81,2,0,0,1,0,1,1,0,71,13,,,0,2,3,81,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,19.05.2015,14:46,Westring,Rhedaer Straße,,B,61,49,0,3,800,8.36156,51.8934,3,2,11,2,0,0,1,0,0,1,0,21,35,,46,1,2,3,71,,,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,22.05.2015,19:11,Neuenkirchener Straße,Stadtring Sundern,,L,782,15,100,1,100,8.38929,51.8865,3,2,85,2,0,0,1,0,0,1,0,21,35,,20,1,2,3,71,,,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Sa,23.05.2015,18:20,Hohenzollernstraße,,22,G,,,,,,8.37535,51.9081,5,5,81,2,0,0,0,0,0,1,0,21,45,,37,2,2,0,71,,,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,26.05.2015,08:33,Fuhrmannsgasse,,7,G,,,,,,8.37902,51.9076,3,3,42,2,0,0,1,0,0,1,0,21,37,,29,2,2,3,71,49,,74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,27.05.2015,16:20,Wiedenbrücker Straße,Heinrich Humbert Weg,,G,,,,,,8.36372,51.8908,2,7,99,2,0,1,0,0,1,1,0,71,49,,,1,2,2,71,,,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,28.05.2015,07:10,Nordring,Marienfelder Straße,,B,61,52,0,0,0,8.366,51.9127,3,6,81,2,0,0,1,0,1,1,0,71,10,,19,1,2,3,71,,,53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,29.05.2015,09:58,Münsterlandstraße,Pivitsheide,,L,806,13,0,0,700,8.35357,51.9511,3,3,22,2,0,0,1,0,0,1,3,71,28,,75,1,2,0,40,,,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,02.06.2015,08:19,Neuenkirchener Straße,Bruder-Konrad-Straße,,L,782,15,100,0,0,8.39647,51.8777,3,3,44,2,0,0,1,0,0,1,3,71,28,,18,1,2,0,21,,,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,03.06.2015,19:38,Wöstmannsweg,Hellweg,,G,,,,,,8.39847,51.8839,3,3,21,2,0,0,1,0,0,1,0,21,27,,34,1,2,3,71,,,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,03.06.2015,19:05,Neuenkirchener Straße,Parkstraße,,L,782,18,0,0,130,8.37908,51.9012,5,3,74,2,0,0,0,0,0,1,0,71,37,,15,2,2,0,21,,,57,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,04.06.2015,13:58,Bielefelder Straße,Sinnernweg,,B,61,57,0,0,80,8.42934,51.9445,5,3,42,2,0,0,0,0,0,1,0,21,28,,27,1,2,0,71,,,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,05.06.2015,19:15,Pavenstädter Weg,,20,G,,,,,,8.35494,51.9065,5,7,99,2,0,0,0,0,1,1,0,21,49,,,0,2,0,71,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,So,07.06.2015,14:50,Haller Straße,Reithallenweg,,K,32,7,0,0,550,8.38695,51.9593,2,2,44,2,0,1,0,0,0,1,0,21,35,,35,1,2,2,71,,,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,10.06.2015,07:55,Neuenkirchener Straße,Hellweg,,L,782,15,100,0,735,8.39143,51.8835,3,6,31,2,0,0,1,0,0,1,0,71,16,,15,1,2,3,71,,,69,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,10.06.2015,17:52,Avenwedder Straße,,469,L,788,14,0,0,250,8.48017,51.9351,5,7,14,2,0,0,0,0,0,1,0,21,37,,24,1,2,0,72,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,12.06.2015,13:40,Carl-Miele-Straße,Doheermanns Höhe,,K,37,1,0,2,40,8.41308,51.9129,3,3,2,2,0,0,1,0,0,1,0,72,2,11,30,1,2,3,71,,,55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,12.06.2015,16:19,Nordhorner Straße,Pinienweg,,K,37,4,0,1,180,8.44134,51.9292,3,3,42,2,0,0,1,0,0,1,0,21,37,,34,1,2,3,71,10,,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,12.06.2015,13:29,Kahlertstraße,Nordring,,B,61,54,0,0,160,8.38152,51.9144,5,3,21,2,0,0,0,0,0,1,0,71,49,,11,1,2,0,21,,,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,So,14.06.2015,11:00,Friedhofstraße,Bultmannstraße,,G,,,,,,8.37099,51.9005,3,3,21,2,0,0,1,0,1,1,0,21,27,,,0,2,3,71,,,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,15.06.2015,22:46,Berliner Straße,,228,B,61,55,100,0,385,8.39388,51.9173,2,3,42,2,0,1,0,0,0,1,0,21,37,,35,2,2,2,71,10,,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,15.06.2015,15:35,Herzebrocker Straße,,,L,788,3,0,5,300,8.35403,51.9027,3,6,81,2,0,0,1,0,0,1,0,71,11,49,25,1,2,3,71,,,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,17.06.2015,10:20,Unter den Ulmen,Cäcilienstraße,,G,,,,,,8.36975,51.8975,3,3,41,2,0,0,1,0,0,1,0,21,28,,77,1,2,3,71,10,,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,17.06.2015,17:32,Fuchsweg,,23,G,,,,,,8.46005,51.9246,3,3,1,2,0,0,1,0,0,1,3,71,37,,8,1,2,0,21,,,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,19.06.2015,15:20,Carl-Bertelsmann-Straße,Langer Weg,,G,,,,,,8.38497,51.9052,2,3,42,2,0,1,0,0,0,1,0,21,28,,41,2,2,2,71,10,,75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,22.06.2015,08:20,Marienfelder Straße,Prinzenstraße,,G,,,,,,8.37135,51.9099,3,7,99,1,0,0,1,0,0,1,3,71,55,,61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,22.06.2015,16:05,Friedrich-Ebert-Straße,,17,L,757,1,0,0,190,8.37919,51.9124,3,7,99,2,0,0,1,0,0,1,0,21,10,,49,1,2,3,71,,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,24.06.2015,09:08,Münsterstraße,Spiekergasse,,G,,,,,,8.37617,51.9063,3,2,24,2,0,0,1,0,0,1,0,21,35,,60,1,2,3,71,10,,70,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,24.06.2015,11:45,Sundernstraße,Stadtring Sundern,,K,38,1,0,0,510,8.40557,51.9039,5,2,41,2,0,0,0,0,1,1,0,21,35,,,2,2,0,71,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,So,28.06.2015,13:46,Wilhelm-Baumann-Straße,,4,G,,,,,,8.36578,51.9048,3,3,71,2,0,0,2,0,0,1,3,71,49,37,17,1,2,3,71,,,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,30.06.2015,18:40,Nordring,,99,B,61,52,0,0,165,8.3682,51.9132,3,6,29,2,0,0,1,0,0,1,3,71,13,49,14,1,2,0,21,,,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,30.06.2015,16:09,Neuenkirchener Straße,Spexarder Postweg,,L,782,15,100,0,480,8.39287,51.8814,3,3,42,2,0,0,1,0,0,1,0,21,28,,27,2,2,3,72,,,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,30.06.2015,17:40,Carl-Miele-Straße,Annenstraße,,K,37,1,0,0,840,8.3969,51.9106,3,3,42,2,0,0,1,0,0,1,0,21,28,,50,1,2,3,71,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
